record_id,resource_name,author_name,url,resource_subtype,final_readiness_index_tier,final_tier_reason_details,relevance_status,documentation_status_clean,license_status_clean,subject_area,grade_span,grade_span_group,population_stakeholder,educational_use_case,license_status,documentation_status,row_count_or_size,author_institution,institution_country,artifact_location,original_information,dataset_artifact_status,dataset_artifact_evidence,public_good_dataset_confidence,public_good_dataset_confidence_reason,discovery_date,discovery_source,notes,publication_date,fit_score,is_downloadable,verification_note
hf_dataset_71c0016a2ea3,Ultimate K-12 ELA Standards Dataset,,https://huggingface.co/datasets/robworks-software/ultimate-k12-ela-standards,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 ELA relevance is clear, but generated/expanded standards content needs provenance verification before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,ELA/Writing; Reading; Speaking & Listening; Language,K-12,K-12 or pre-K-12,general students,AI training and educational technology development related to K-12 ELA standards; text generation; question answering; text classification,Open (CC0-1.0),Sufficient for review,12282,Robworks Software,Not specified,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # Ultimate K-12 ELA Standards Dataset ## Dataset Overview The most comprehensive K-12 English Language Arts standards dataset, containing **12,282 examples** (train: 8,597 / validation: 1,842 / test: 1,843) covering all major ELA domains with expanded content for AI training and educational technology development. ## Key Statistics | Metric | Value | |--------|-------| | Total Examples | 12,282 | | Training Set | 8,597 (70%) | | Validation Set | 1,842 (15%) | | Test Set | 1,843 (15%) | | Grade Levels | K-12 | | [truncated] | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-17,,True,v18 - verified
hf_dataset_ce6fa5cd207c,K-12 Digital Learning Platforms Research Dataset,,https://huggingface.co/datasets/robworks-software/k12-digital-learning-platforms-research,Dataset,Near Ready: documentation insufficient; relevance + license clear,Downgraded after consistency audit: education relevance is broad research/policy evidence rather than a directly reusable K-12 learning artifact; verify source/provenance before Ready status.,Strong K-12 relevance,Partial documentation,Open/reusable license,Cross-subject,K-12,K-12 or pre-K-12,general students; students with disabilities; multilingual learners,Educational technology effectiveness analysis; Research methodology comparison; Platform recommendation systems; Meta-analysis research synthesis; Educational policy decision support,Open (CC0-1.0),Sufficient for review,,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # K-12 Digital Learning Platforms Research Dataset ## Dataset Description This comprehensive dataset contains authentic, peer-reviewed research studies on digital learning platforms effectiveness in K-12 education. The dataset aggregates research from authoritative sources including government agencies, educational research institutions, and peer-reviewed academic publications. ### Dataset Summary - **Total Studies**: 280+ comprehensive research studies - **Coverage Period**: 2020-2025 - **Research Quality**: Authentic peer-reviewed research with real methodologies and st | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-23,,True,v18 - verified
hf_dataset_44e9dd1e27bd,US K-12 Schools Comprehensive Dataset,,https://huggingface.co/datasets/robworks-software/us-k12-schools-comprehensive,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 administrative directory may support policy/operations, but it is not itself an instructional/assessment AI public-good dataset; verify intended use and provenance before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,Cross-subject,K-12,K-12 or pre-K-12,researchers / developers; district leaders / policy makers; EdTech developers,Education Research; Real Estate; EdTech; Policy Analysis; AI/ML Training; School Contact,Open (CC0-1.0),Sufficient for review,124613,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # US K-12 Schools Comprehensive Dataset The most comprehensive open dataset of US K-12 schools, covering 124,613+ schools across all 50 states, DC, and US territories. Includes school directory information, demographics, performance data, and principal/staff contacts from 23 state education agencies, school website scraping, and the federal CRDC. ## Quick Start ```python from datasets import load_dataset # Load the dataset dataset = load_dataset(""robworks-software/us-k12-schools-comprehensive"") # Filter by state texas_schools = dataset[""train""].filter(lambda x: x[""state""] | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository. Population corrected: school directory is administrative/operational data, not directly student-facing.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2026-01-30,,True,v18 - verified
hf_dataset_db39b2d7be7f,K-12 Computer Science Comprehensive Standards Dataset,,https://huggingface.co/datasets/robworks-software/k12-computer-science-comprehensive,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 standards relevance is clear, but source/provenance and transformation of standards content should be verified before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,Computer Science,K-12,K-12 or pre-K-12,general students,Curriculum development; Educational research; AI applications in computer science education; Learning analytics; Assessment,Open (CC0-1.0),Sufficient for review,696,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # 🚀 K-12 Computer Science Comprehensive Standards Dataset ## 📊 Dataset Overview The most comprehensive K-12 computer science education dataset available, containing **696 learning standards** spanning traditional CS concepts and cutting-edge areas including AI/ML, cybersecurity, data science, and robotics. This dataset aggregates and structures educational standards from authoritative sources to support curriculum development, educational research, and AI applications in computer science education. ### 🎯 Key Features - **📚 Comprehensive Coverage**: 696 standards across 5 | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-17,,True,v18 - verified
hf_dataset_aa5a1583b87b,Student_feedback_analysis_dataset,,https://huggingface.co/datasets/NLPC-UOM/Student_feedback_analysis_dataset,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Partial documentation; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Partial documentation,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,general students,Automatic student feedback analysis,Open (MIT),Partial,yes,"National Languages Processing Center, University of Moratuwa, Katubedda, Sri Lanka",Sri Lanka,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # README If you use this dataset, cite Herath, M., Chamindu, K., Maduwantha, H., & Ranathunga, S. (2022, June). Dataset and Baseline for Automatic Student Feedback Analysis. In Proceedings of the Thirteenth Language Resources and Evaluation Conference (pp. 2042-2049). ## Annotated Student Feedback --- annotations_creators: [] language: - en license: - mit --- This resource contains 3000 student feedback data that have been annotated for aspect terms, opinion terms, polarities of the opinion terms towards targeted aspects, document-level opinion polarities, and sentence se | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository. Duplicate/cross-reference candidate found at https://huggingface.co/datasets/aditya6805/Student_feedback_analysis_dataset; do not count separately.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2022-05-07,,True,v18 - verified
hf_dataset_789496a2e54c,K-12 Business and Economics Comprehensive Standards Dataset,,https://huggingface.co/datasets/robworks-software/k12-business-economics-comprehensive,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 standards relevance is clear, but source/provenance and transformation of standards content should be verified before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,Financial Literacy; Business Education; Economics; Career Development,K-12,K-12 or pre-K-12,general students,K-12 financial literacy and business education curriculum development; AI model training for K-12 education tasks,Open (CC0-1.0),Sufficient for review,1236,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # 💼 K-12 Business and Economics Comprehensive Standards Dataset ## 📊 Dataset Overview The most comprehensive K-12 business and economics education dataset available, containing **1,236 learning standards** spanning financial literacy and business education. This dataset combines the Jump$tart Personal Financial Education Standards with NBEA Business Education Standards to support comprehensive economic education from kindergarten through 12th grade. ### 🎯 Key Features - **💰 Financial Literacy**: Complete Jump$tart standards coverage (6 core areas) - **📈 Business Education | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-17,,True,v18 - verified
hf_dataset_6e4022df1e4d,opendatalab/K12textbook,,https://huggingface.co/datasets/opendatalab/K12textbook,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Partial documentation; License: Open/reusable license.,Strong K-12 relevance,Partial documentation,Open/reusable license,Cross-subject,K-12,K-12 or pre-K-12,general students,Academic research involving K-12 textbook text generation or analysis.,Open (Apache-2.0),Partial,224,OpenDataLab,China,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'K-12'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-05-27,,True,v18 - verified
hf_dataset_fb03794ab5ca,simonguest/marathi-k12-conversations,,https://huggingface.co/datasets/simonguest/marathi-k12-conversations,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,No license or needs verification,Language Learning; Multilingual Education,K-12,K-12 or pre-K-12,Multilingual learners; Marathi language learners,Conversational data for Marathi K-12 education,No license specified,Minimal / none,9000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'K-12'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-11-21,,True,v18 - verified
hf_dataset_d562093708e1,ryandt/datasets.for.education-writing-strategies,,https://huggingface.co/datasets/ryandt/datasets.for.education-writing-strategies,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,ELA/Writing,Primary / secondary,K-12 or pre-K-12,general students; teachers/educators,"Providing writing strategies for educational purposes, potentially for training models that assist students with writing or support educators.",Open (MIT),Minimal / none,3002,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: ## Writing Strategy Dataset for Education Co-created with Dr. Jennifer Wells. Synthesized with GPT-4o-mini | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-08-12,,True,v18 - verified
hf_dataset_2a3266909d2f,Fralet/educationalPrograms,,https://huggingface.co/datasets/Fralet/educationalPrograms,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,Not specified,General educational programs data,No license specified,Minimal / none,939445,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-03-13,,True,v18 - verified
hf_dataset_7c895fb347e7,letinnghia/student-feedbacks,,https://huggingface.co/datasets/letinnghia/student-feedbacks,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Primary / secondary,K-12 or pre-K-12,general students,Analysis of student feedback,Open (GPL-2.0),Minimal / none,5000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2023-04-10,,True,v18 - verified
hf_dataset_83b13400bc95,Daye34/student_feedback_pattern_recognition,,https://huggingface.co/datasets/Daye34/student_feedback_pattern_recognition,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,general students,Student feedback pattern recognition,Open (MIT),Minimal / none,10000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-05,,True,v18 - verified
hf_dataset_e725380af1d1,Daye34/student_feedback_pattern_recognition_short_summary,,https://huggingface.co/datasets/Daye34/student_feedback_pattern_recognition_short_summary,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,general students,"Student feedback pattern recognition, summarization",Open (MIT),Minimal / none,10000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-31,,True,v18 - verified
hf_dataset_a20e5277682d,Daye34/student_feedback_pattern_recognition_large_summary,,https://huggingface.co/datasets/Daye34/student_feedback_pattern_recognition_large_summary,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,general students,"Student feedback pattern recognition, summarization",Open (MIT),Minimal / none,10000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-31,,True,v18 - verified
hf_dataset_120b09495997,Daye34/student_feedback_pattern_recognition_medium_summary,,https://huggingface.co/datasets/Daye34/student_feedback_pattern_recognition_medium_summary,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,general students,"Student feedback pattern recognition, summarization",Open (MIT),Minimal / none,10000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-31,,True,v18 - verified
hf_dataset_6470db957759,janerkegb/synthetic-student-feedback,,https://huggingface.co/datasets/janerkegb/synthetic-student-feedback,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,general students,Synthetic student feedback data,No license specified,Minimal / none,100,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-04-17,,True,v18 - verified
hf_dataset_39c322dfdaba,mteb/vie_student_feedback,,https://huggingface.co/datasets/mteb/vie_student_feedback,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,Not specified,Other / unclear stated grade,general students,Student feedback analysis (Vietnamese),No license specified,Minimal / none,16148,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-07-05,,True,v18 - verified
hf_dataset_5f38357213a6,Philseok/student-feedback,,https://huggingface.co/datasets/Philseok/student-feedback,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,Not specified,Other / unclear stated grade,general students,Student feedback analysis,No license specified,Minimal / none,10000,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'student feedback'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2026-03-15,,True,v18 - verified
hf_dataset_732fdc29c5e1,webdevsha/pedagogy,,https://huggingface.co/datasets/webdevsha/pedagogy,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject / general education,Not specified,Other / unclear stated grade,teachers/educators,Question answering related to pedagogy,Open (MIT),Minimal / none,365,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'pedagogy'. | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2026-02-12,,True,v18 - verified
hf_dataset_76e0c0ca1258,H4438/education-QA-contact,,https://huggingface.co/datasets/H4438/education-QA-contact,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject; Administrative,Not specified,Other / unclear stated grade,general students,Question answering about school contact information,No license specified,Minimal / none,607,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2023-11-14,,True,v18 - verified
hf_dataset_fab8e168bbbb,kaitchup/qa-chat-persona-education,,https://huggingface.co/datasets/kaitchup/qa-chat-persona-education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,Not specified,Other / unclear stated grade,general students,Training a chatbot for educational question answering,No license specified,Minimal / none,25010,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-10-07,,True,v18 - verified
hf_dataset_2e51862f8ebd,LuckyPolaRBEaR/Entrepreneurship-EducationQA,,https://huggingface.co/datasets/LuckyPolaRBEaR/Entrepreneurship-EducationQA,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Entrepreneurship,Not specified,Other / unclear stated grade,general students,Question answering for entrepreneurship education,No license specified,Minimal / none,300,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-04-28,,True,v18 - verified
hf_dataset_ffe239fabc2e,vasugoel/K-12Corpus,,https://huggingface.co/datasets/vasugoel/K-12Corpus,Dataset,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because it is a broad K-12 text corpus; direct instructional/assessment use and provenance need verification.,Education relevance broader or unclear,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,general students,General K-12 text corpus,No license specified,Minimal / none,348134,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'K-12'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2022-07-07,,True,v18 - verified
hf_dataset_c5c4d91b3b9e,burgerbee/pedagogy_wiki,,https://huggingface.co/datasets/burgerbee/pedagogy_wiki,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,teachers / educators,"Content related to pedagogy from Wikipedia, potentially for educational research or LLM training",No license specified,Minimal / none,1079,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'pedagogy'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-03-12,,True,v18 - verified
hf_dataset_d97a5cd06f75,burgerbee/pedagogy_textbook,,https://huggingface.co/datasets/burgerbee/pedagogy_textbook,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,teachers / educators,"Content related to pedagogy from textbooks, potentially for educational research or LLM training",No license specified,Minimal / none,700,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'pedagogy'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-03-12,,True,v18 - verified
hf_dataset_153df5388a3c,Asap7772/education_autolabel,,https://huggingface.co/datasets/Asap7772/education_autolabel,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,Not specified,Other / unclear stated grade,Not specified,Autolabeled educational dataset,No license specified,Minimal / none,33560,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-02-15,,True,v18 - verified
